crime,agency,charge_description,date,address,zipcode,city,type
SEX CRIMES,CHULA VISTA,290 VIOLATION TRAN 30 DAY UPDATE (F),6/25/2021 12:00,300  BLOCK 04TH AVENUE,91910,CHULA VISTA,Violent
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),4/14/2021 14:20,0  BLOCK 02ND AVENUE,91910,CHULA VISTA,Theft
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 12:06,600  BLOCK E STREET,91910,CHULA VISTA,Violent
ARSON,SAN DIEGO,ARSON:STRUCTURE/FOREST LAND (F),8/6/2021 19:26,400 W  BLOCK SAN YSIDRO BOULEVARD,92173,SOUTH BAY,Violent
SEX CRIMES,SAN DIEGO,SEX PENETRATION:VICTIM UNAWARE ACT OCCURRED (F),7/15/2021 12:00,15200  BLOCK AMALIA STREET,92129,SAN DIEGO,Violent
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),5/22/2021 4:14,700  BLOCK 03RD AVENUE,91910,CHULA VISTA,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),4/13/2021 15:55,1700  BLOCK EL PRADO,92101,SAN DIEGO,Violent
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),7/1/2021 18:00,2400  BLOCK MAIN STREET,91911,CHULA VISTA,Theft
WEAPONS,CHULA VISTA,CARRY CONCEALED WEAPON IN VEHICLE (F),7/6/2021 22:05,500  BLOCK TELEGRAPH CANYON ROAD,91910,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,SEXUAL BATTERY (M),6/18/2021 16:45,700  BLOCK H STREET,91910,CHULA VISTA,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),6/17/2021 16:00,100  BLOCK WILLIE JAMES JONES AVENUE,92102,SAN DIEGO,Violent
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),3/27/2021 8:30,700  BLOCK JEFFERSON AVENUE,91910,CHULA VISTA,Theft
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),4/16/2021 12:30,400  BLOCK MONTGOMERY STREET,91911,CHULA VISTA,Theft
BURGLARY,LA MESA,BURGLARY (RESIDENTIAL) (F),5/20/2021 5:30,6000  BLOCK NAGEL STREET,91942,LA MESA,Theft
SEX CRIMES,CHULA VISTA,SEXUAL BATTERY (M),6/1/2021 9:55,800  BLOCK BROADWAY,91911,CHULA VISTA,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/27/2021 17:00,700  BLOCK VAN NUYS STREET,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/17/2021 12:00,3500  BLOCK BAYSIDE LANE,92109,SAN DIEGO,Theft
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),5/18/2021 16:40,6500  BLOCK INDIAN TRAIL WAY,92028,OCEANSIDE,Theft
SEX CRIMES,EL CAJON,SEXUAL BATTERY (F),3/14/2021 1:00,1500 E  BLOCK MAIN STREET,92021,EL CAJON,Violent
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),3/9/2021 18:31,2600  BLOCK AUTO PARK WAY,92029,ESCONDIDO,Theft
BURGLARY,CORONADO,Burglary - From motor vehicle (F),8/10/2021 14:48,GLORIETTA BOULEVARD & POMONA AVENUE,92118,CORONADO,Theft
SEX CRIMES,CHULA VISTA,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),7/30/2021 3:20,0 E  BLOCK PALOMAR DRIVE,91911,CHULA VISTA,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),8/12/2021 10:50,06TH AVENUE & E STREET,92101,SAN DIEGO,Violent
SEX CRIMES,ESCONDIDO,SEXUAL BATTERY (M),7/15/2021 16:00,2400 E  BLOCK VALLEY PARKWAY,92027,ESCONDIDO,Violent
WEAPONS,SHERIFF,CONVICTED PERSON POSSESS/OWN/ETC FIREARM (F),4/18/2021 11:36,12400  BLOCK POWAY ROAD,92064,POWAY,Violent
SEX CRIMES,ESCONDIDO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/8/2021 13:35,1700  BLOCK SEVEN OAKES ROAD,92026,ESCONDIDO,Violent
SEX CRIMES,ESCONDIDO,DISORDERLY CONDUCT: PROSTITUTION - SEX FOR COMPENSATION (M),4/8/2021 13:15,1700  BLOCK SEVEN OAKES ROAD,92026,ESCONDIDO,Violent
WEAPONS,SAN DIEGO,MINOR ILLEGALLY POSSESS LIVE AMMUNITION (F),3/12/2021 17:37,3000  BLOCK IRIS AVENUE,92154,SOUTH BAY,Violent
WEAPONS,SHERIFF,POSSESS WEAPON/ETC AT SCHOOL (M),4/13/2021 9:54,10400  BLOCK ASHWOOD STREET,92040,LAKESIDE,Violent
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),3/13/2021 0:30,4400  BLOCK MAIN STREET,91911,CHULA VISTA,Theft
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),7/29/2021 20:45,400  BLOCK OAKLAWN AVENUE,91910,CHULA VISTA,Theft
WEAPONS,CHULA VISTA,CARRY CONCEALED WEAPON IN VEHICLE (F),3/17/2021 4:30,03RD AVENUE & ORANGE AVENUE,91911,CHULA VISTA,Violent
WEAPONS,CHULA VISTA,FELON/ADDICT/POSSESS/ETC FIREARM (F),3/20/2021 21:07,HILLTOP AVENUE & NAPLES STREET,91911,,Violent
WEAPONS,CHULA VISTA,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (F),6/25/2021 19:35,I-54 & I-805 EXIT,91910,,Violent
WEAPONS,SHERIFF,CARRY LOADED FIREARM ON/IN PERSON/VEHICLE:PUBLIC PLACE (M),6/20/2021 14:05,15400  BLOCK SR,91935,DULZURA,Violent
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),6/26/2021 5:30,1400  BLOCK ROBLES DRIVE,91911,CHULA VISTA,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),8/24/2021 14:24,1300  BLOCK NATIONAL AVENUE,92113,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/30/2021 19:20,2500  BLOCK PIONEER AVENUE,92081,VISTA,Theft
SEX CRIMES,ESCONDIDO,INDECENT EXPOSURE (M),7/17/2021 18:00,ELDORADO DRIVE & S JUNIPER STREET,92025,ESCONDIDO,Violent
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),7/24/2021 15:30,900  BLOCK VINE STREET,92054,OCEANSIDE,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),6/21/2021 17:00,2000  BLOCK ENTERTAINMENT CIRCLE,91911,CHULA VISTA,Theft
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),6/2/2021 23:00,500  BLOCK ANITA STREET,91911,CHULA VISTA,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),7/8/2021 8:35,10700  BLOCK THORNMINT ROAD,92127,4S RANCH,Theft
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),4/19/2021 17:00,1200 S  BLOCK ESCONDIDO BOULEVARD,92025,ESCONDIDO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),3/10/2021 13:00,13200  BLOCK PROCTOR VALLEY ROAD,91935,EL CAJON UNINC,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/10/2021 1:00,5000  BLOCK JUNEBERRY COURT,92123,SAN DIEGO,Theft
WEAPONS,EL CAJON,PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (F),4/15/2021 16:48,800  BLOCK SANDALWOOD DRIVE,92021,EL CAJON,Violent
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),3/8/2021 16:30,1600  BLOCK PASEO CARINA,91915,CHULA VISTA,Theft
SEX CRIMES,CORONADO,Sexual Battery For Arousal/Abuse,6/15/2021 7:16,1100  BLOCK 09TH STREET,92118,CORONADO,Violent
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),5/10/2021 12:00,100  BLOCK DEL MONTE AVENUE,91911,CHULA VISTA,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/26/2021 9:32,5000  BLOCK WIGHTMAN STREET,92105,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/24/2021 12:00,9500  BLOCK KEARNY MESA ROAD,92126,SAN DIEGO,Theft
WEAPONS,ESCONDIDO,CARRY CONCEALED DIRK OR DAGGER (F),6/4/2021 19:00,600 N  BLOCK FIG STREET,92025,ESCONDIDO,Violent
WEAPONS,ESCONDIDO,CARRY CONCEALED DIRK OR DAGGER (F),6/4/2021 19:00,600 N  BLOCK FIG STREET,92025,ESCONDIDO,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/10/2021 20:00,30000  BLOCK OLD HIGHWAY,92026,"ESCONDIDO, UNINCORPO",Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),4/30/2021 1:59,3900  BLOCK BONITA ROAD,91902,CHULA VISTA,Theft
SEX CRIMES,CHULA VISTA,INDECENT EXPOSURE (M),8/20/2021 10:50,1600  BLOCK BROADWAY,91911,CHULA VISTA,Violent
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),8/7/2021 8:30,1700  BLOCK FRANGIPANI AVENUE,91913,CHULA VISTA,Theft
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 16:57,600  BLOCK E STREET,91910,CHULA VISTA,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/7/2021 4:55,1400  BLOCK PARK BOULEVARD,92101,SAN DIEGO,Theft
SEX CRIMES,CHULA VISTA,ORAL COPULATION:VICTIM UNCONSCIOUS OF NATURE OF ACT (F),5/9/2021 3:00,900  BLOCK BROADWAY,91911,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 11:47,600  BLOCK E STREET,91910,CHULA VISTA,Violent
ARSON,CHULA VISTA,ARSON:PROP (F),6/5/2021 23:33,1100  BLOCK BROADWAY,91911,CHULA VISTA,Violent
SEX CRIMES,ESCONDIDO,INDECENT EXPOSURE (M),4/14/2021 14:23,700 W  BLOCK VALLEY PARKWAY,92025,ESCONDIDO,Violent
SEX CRIMES,ESCONDIDO,SEX OFFENDER FAIL UPDATE ANNUAL REGISTRATION (F),5/3/2021 9:10,N CENTRE CITY PARKWAY & STATE ROUTE 78 WB,92025,ESCONDIDO,Violent
BURGLARY,ESCONDIDO,BURGLARY (RESIDENTIAL) (F),5/20/2021 19:00,1200 E  BLOCK GRAND AVENUE,92027,ESCONDIDO,Theft
WEAPONS,SHERIFF,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),5/8/2021 12:56,100  BLOCK NETTLETON ROAD,92083,VISTA,Violent
SEX CRIMES,CHULA VISTA,INDECENT EXPOSURE (M),7/23/2021 10:00,05TH AVENUE & NAPLES STREET,91911,CHULA VISTA,Violent
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),5/3/2021 17:00,400 N  BLOCK QUINCE STREET,92025,ESCONDIDO,Theft
SEX CRIMES,ESCONDIDO,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),3/16/2021 17:00,1300 E  BLOCK VALLEY PARKWAY,92027,ESCONDIDO,Violent
BURGLARY,NATIONAL CITY,BURGLARY (RESIDENTIAL) (F),6/15/2021 5:30,500 E  BLOCK 24TH STREET,91950,NATIONAL CITY,Theft
ARSON,CHULA VISTA,ARSON:PROP (F),3/30/2021 23:53,1300 S  BLOCK GREENSVIEW DRIVE,91915,CHULA VISTA,Violent
WEAPONS,SHERIFF,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (F),6/20/2021 15:45,300 N  BLOCK SANTA FE AVENUE,92083,VISTA,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - SEX FOR COMPENSATION (M),3/25/2021 19:14,6900  BLOCK MIRAMAR ROAD,92121,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,ASSAULT W/INTENT TO COMMIT RAPE (F),6/15/2021 22:00,2100  BLOCK STATION VILLAGE WAY,92108,SAN DIEGO,Violent
SEX CRIMES,ESCONDIDO,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS (F),7/30/2021 2:10,2000  BLOCK BELKNAP WAY,92027,ESCONDIDO,Violent
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),8/22/2021 20:30,1500  BLOCK OAK AVENUE,92008,CARLSBAD,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),6/16/2021 6:00,2400  BLOCK MAIN STREET,91911,CHULA VISTA,Theft
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 13:00,700  BLOCK E STREET,91910,CHULA VISTA,Violent
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),6/4/2021 20:00,100  BLOCK OAKLAWN AVENUE,91910,CHULA VISTA,Theft
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),3/16/2021 4:50,500 N  BLOCK ANDREASEN DRIVE,92029,ESCONDIDO,Theft
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 13:20,700  BLOCK E STREET,91910,CHULA VISTA,Violent
SEX CRIMES,EL CAJON,SEXUAL BATTERY (F),8/6/2021 0:10,800  BLOCK BROADWAY,92021,,Violent
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),6/30/2021 18:30,900 S  BLOCK MOLLISON AVENUE,92020,EL CAJON,Theft
SEX CRIMES,CHULA VISTA,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),6/19/2021 14:45,900  BLOCK CAMINITO ESTRELLA,91910,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,RAPE BY FORCE/FEAR (F),3/18/2021 2:00,0  BLOCK FLOWER STREET,91910,CHULA VISTA,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/29/2021 6:39,12000  BLOCK CAMPO ROAD,91978,EL CAJON UNINC,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),5/5/2021 18:30,2000  BLOCK ENTERTAINMENT CIRCLE,91911,CHULA VISTA,Theft
SEX CRIMES,CHULA VISTA,INDECENT EXPOSURE (M),7/23/2021 13:30,600 E  BLOCK MANOR DRIVE,91910,CHULA VISTA,Violent
SEX CRIMES,OCEANSIDE,RAPE BY FORCE/FEAR (F),5/8/2021 5:00,0  BLOCK UNKNOWN,,,Violent
BURGLARY,EL CAJON,BURGLARY (COMMERCIAL) (F),8/6/2021 16:12,200  BLOCK SHADY LANE,92021,EL CAJON,Theft
SEX CRIMES,EL CAJON,SEXUAL BATTERY (M),7/23/2021 10:25,300  BLOCK LINCOLN AVENUE,92020,EL CAJON,Violent
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),7/17/2021 19:00,700  BLOCK BAY BOULEVARD,91910,CHULA VISTA,Theft
SEX CRIMES,ESCONDIDO,TOUCH PERSON INTIMATELY AGAINST WILL FOR SEXUAL AROUSAL/ETC (M),4/26/2021 3:50,1100 E  BLOCK GRAND AVENUE,92025,ESCONDIDO,Violent
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),4/16/2021 17:30,1100 W  BLOCK MISSION AVENUE,92025,ESCONDIDO,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),7/18/2021 15:00,800  BLOCK DOROTHY STREET,91911,CHULA VISTA,Theft
WEAPONS,CHULA VISTA,CARRY SWITCHBLADE KNIFE ON PERSON (M),3/31/2021 7:00,700  BLOCK H STREET,91910,CHULA VISTA,Violent
WEAPONS,EL CAJON,CARRY CONCEALED DIRK OR DAGGER (F),4/12/2021 7:00,1200 E  BLOCK MAIN STREET,92019,EL CAJON,Violent
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 13:20,700  BLOCK E STREET,91910,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 14:15,700  BLOCK E STREET,91910,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 19:00,700  BLOCK E STREET,91910,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 14:30,700  BLOCK E STREET,91910,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,RAPE:VIC INCAPABLE OF GIVING CONSENT (F),6/5/2021 0:46,300  BLOCK 03RD AVENUE,91910,CHULA VISTA,Violent
WEAPONS,CHULA VISTA,CARRY CONCEALED DIRK OR DAGGER (F),7/7/2021 23:00,I-5 FREEWAY & TOCAYO AVENUE,92154,,Violent
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),5/8/2021 17:00,400  BLOCK E STREET,91910,CHULA VISTA,Theft
BURGLARY,ESCONDIDO,BURGLARY (RESIDENTIAL) (F),5/16/2021 8:00,300  BLOCK ANTONI GLEN,92025,ESCONDIDO,Theft
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),8/16/2021 5:30,0  BLOCK BROADWAY,91910,CHULA VISTA,Theft
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),8/24/2021 19:30,3100  BLOCK MARINERS WAY,92109,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),8/25/2021 17:19,3200  BLOCK PARK BOULEVARD,92101,SAN DIEGO,Violent
SEX CRIMES,CARLSBAD,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),8/24/2021 21:03,700  BLOCK MACADAMIA DRIVE,92011,CARLSBAD,Violent
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE (M),8/25/2021 11:35,5000  BLOCK BURGENER BOULEVARD,92110,,Violent
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),5/17/2021 2:43,2100  BLOCK CHABLIS COURT,92029,ESCONDIDO,Theft
SEX CRIMES,ESCONDIDO,ASSAULT W/INTENT TO COMMIT RAPE (F),5/10/2021 7:00,2500 E  BLOCK VALLEY PARKWAY,92027,ESCONDIDO,Violent
SEX CRIMES,CHULA VISTA,LEWD & LASCIVIOUS ACT W/CHILD 14/15:DEFENDANT 10 YRS OLDER 11D (F),6/30/2021 19:00,600  BLOCK F STREET,91910,CHULA VISTA,Violent
SEX CRIMES,ESCONDIDO,SEXUAL BATTERY (F),4/24/2021 18:00,600 N  BLOCK ESCONDIDO BOULEVARD,92025,ESCONDIDO,Violent
SEX CRIMES,EL CAJON,SEXUAL BATTERY (M),6/12/2021 14:30,500 E  BLOCK WASHINGTON AVENUE,92020,EL CAJON,Violent
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (F),4/6/2021 19:01,500  BLOCK BLOCK 14TH STREET,92065,RAMONA,Violent
SEX CRIMES,CHULA VISTA,RAPE/ETC WITH FORCE/VIOLENCE:MINOR 14 YRS OR OLDER (F),3/15/2021 9:30,1700  BLOCK FERNWOOD ROAD,91913,CHULA VISTA,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),7/15/2021 18:38,0  BLOCK E FREEWAY,92114,,Violent
SEX CRIMES,OCEANSIDE,RAPE OF DRUGGED VIC (F),8/20/2021 0:01,400 N  BLOCK CLEVELAND STREET,92054,OCEANSIDE,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),8/15/2021 1:15,0  BLOCK 1400 ISLAND,92101,,Violent
WEAPONS,SHERIFF,SEND/BRING WEAP/TEAR GAS INTO PRISON/JAIL (F),5/28/2021 16:41,0  BLOCK GBDF,92154,DETENTION FACIL,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/24/2021 15:00,400 W  BLOCK B STREET,92101,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,SODOMY BY FORCE/VIOLENT/FEAR (F),7/11/2021 14:00,4000  BLOCK TAYLOR STREET,92110,SAN DIEGO,Violent
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),8/15/2021 5:00,2300  BLOCK CATALINA CIRCLE,92056,OCEANSIDE,Theft
WEAPONS,ESCONDIDO,CARRY CONCEALED DIRK OR DAGGER (F),4/22/2021 23:56,2000  BLOCK WINERIDGE PLACE,92029,ESCONDIDO,Violent
BURGLARY,EL CAJON,BURGLARY (COMMERCIAL) (F),5/18/2021 18:00,300 N  BLOCK 02ND STREET,92021,EL CAJON,Theft
BURGLARY,NATIONAL CITY,BURGLARY (RESIDENTIAL) (F),6/11/2021 8:40,800  BLOCK NATIONAL CITY BOULEVARD,91950,NATIONAL CITY,Theft
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 17:14,600  BLOCK E STREET,91910,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 12:41,600  BLOCK E STREET,91910,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 11:43,600  BLOCK E STREET,91910,CHULA VISTA,Violent
WEAPONS,EL CAJON,FELON/ADDICT/POSSESS/ETC FIREARM (F),4/9/2021 4:45,700  BLOCK CEDAR STREET,92021,EL CAJON,Violent
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),4/25/2021 5:03,400  BLOCK BROADWAY,91910,CHULA VISTA,Theft
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),7/18/2021 16:45,1600  BLOCK PASEO CARINA,91915,CHULA VISTA,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),5/11/2021 17:00,2300  BLOCK MAIN STREET,91911,CHULA VISTA,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),4/24/2021 6:00,3700  BLOCK MAIN STREET,91911,CHULA VISTA,Theft
SEX CRIMES,EL CAJON,SODOMY BY FORCE/VIOLENT/FEAR (F),6/19/2021 18:30,BALLANTYNE STREET & SANDALWOOD DRIVE,92021,EL CAJON,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT WITH CONCEALED CAMCORDER (M),6/9/2021 9:00,2800  BLOCK MEADOW LARK DRIVE,92123,SAN DIEGO,Violent
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),6/22/2021 5:50,1500 E  BLOCK GRAND AVENUE,92027,ESCONDIDO,Theft
SEX CRIMES,ESCONDIDO,SEXUAL BATTERY (M),7/21/2021 17:00,2400 E  BLOCK VALLEY PARKWAY,92027,ESCONDIDO,Violent
SEX CRIMES,NATIONAL CITY,SEXUAL BATTERY (M),3/11/2021 9:43,D AVENUE & E NORTHEST CORNER OF 30TH STREET,91950,,Violent
WEAPONS,CHULA VISTA,CONVICTED PERSON POSSESS/OWN/ETC FIREARM (F),6/12/2021 5:40,300  BLOCK BROADWAY,91910,CHULA VISTA,Violent
SEX CRIMES,ESCONDIDO,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),6/29/2021 12:24,500 W  BLOCK WASHINGTON AVENUE,92025,ESCONDIDO,Violent
BURGLARY,ESCONDIDO,BURGLARY (RESIDENTIAL) (F),6/8/2021 22:00,1000  BLOCK PRINCESS KYRA PLACE,92029,ESCONDIDO,Theft
BURGLARY,ESCONDIDO,BURGLARY (RESIDENTIAL) (F),6/24/2021 21:00,1200  BLOCK YORK AVENUE,92027,ESCONDIDO,Theft
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (F),6/22/2021 9:30,1800  BLOCK UNIVERSITY DRIVE,92083,VISTA,Violent
ARSON,CHULA VISTA,ARSON:INHABITED STRUCTURE/PROP (F),3/31/2021 14:14,500  BLOCK BROADWAY,91910,CHULA VISTA,Violent
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),6/6/2021 22:45,1200  BLOCK BROADWAY,91911,CHULA VISTA,Theft
SEX CRIMES,CHULA VISTA,DISORD CONDUCT:PEEK INTO INHABITED BUILDING (Peeping) (M),7/22/2021 23:30,0  BLOCK 05TH AVENUE,91910,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/7/2021 13:00,700  BLOCK E STREET,91910,CHULA VISTA,Violent
WEAPONS,SAN DIEGO,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (F),6/17/2021 9:40,2900  BLOCK FENELON STREET,92106,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),4/22/2021 0:01,5000  BLOCK FABER WAY,92115,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/11/2021 20:00,5100  BLOCK BIXEL DRIVE,92115,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),8/9/2021 18:30,3800  BLOCK MURPHY CANYON ROAD,92123,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/26/2021 0:50,4700  BLOCK MONROE AVENUE,92115,SAN DIEGO,Theft
ARSON,ESCONDIDO,ARSON:PROP (F),5/19/2021 17:59,200 N  BLOCK ESCONDIDO BOULEVARD,92025,ESCONDIDO,Violent
WEAPONS,ESCONDIDO,CARRY CONCEALED WEAPON IN VEHICLE (F),6/2/2021 20:02,500  BLOCK MONTVIEW DRIVE,92025,ESCONDIDO,Violent
SEX CRIMES,CORONADO,Rape:vict Unconsc Of Act,6/16/2021 11:14,2000  BLOCK 02ND STREET,92118,CORONADO,Violent
BURGLARY,OCEANSIDE,BURGLARY (COMMERCIAL) (F),5/30/2021 0:26,1600  BLOCK CARMELO DRIVE,92054,OCEANSIDE,Theft
WEAPONS,SHERIFF,CARRY CONCEALED WEAPON IN VEHICLE (M),5/23/2021 3:11,15400  BLOCK STATE ROUTE,91917,DULZURA,Violent
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),6/10/2021 21:35,700  BLOCK EASTSHORE TERRACE,91913,CHULA VISTA,Theft
SEX CRIMES,SHERIFF,SEXUAL BATTERY (M),6/15/2021 21:38,7700  BLOCK NORTH AVENUE,91945,LEMON GROVE,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/24/2021 19:55,4600  BLOCK WIGHTMAN STREET,92105,SAN DIEGO,Theft
SEX CRIMES,ESCONDIDO,RAPE BY FORCE/FEAR (F),7/6/2021 0:01,700 W  BLOCK 10TH AVENUE,92025,ESCONDIDO,Violent
